codigo_ibge_6,municipio,uf,codigo_ibge_7,label
315980,Santa Vitória,MG,3159803,Santa Vitória/MG — IBGE 3159803
315990,Santo Antônio do Amparo,MG,3159902,Santo Antônio do Amparo/MG — IBGE 3159902
316000,Santo Antônio do Aventureiro,MG,3160009,Santo Antônio do Aventureiro/MG — IBGE 3160009
316010,Santo Antônio do Grama,MG,3160108,Santo Antônio do Grama/MG — IBGE 3160108
316020,Santo Antônio do Itambé,MG,3160207,Santo Antônio do Itambé/MG — IBGE 3160207
316030,Santo Antônio do Jacinto,MG,3160306,Santo Antônio do Jacinto/MG — IBGE 3160306
316040,Santo Antônio do Monte,MG,3160405,Santo Antônio do Monte/MG — IBGE 3160405
316045,Santo Antônio do Retiro,MG,3160454,Santo Antônio do Retiro/MG — IBGE 3160454
316050,Santo Antônio do Rio Abaixo,MG,3160504,Santo Antônio do Rio Abaixo/MG — IBGE 3160504
316060,Santo Hipólito,MG,3160603,Santo Hipólito/MG — IBGE 3160603
316070,Santos Dumont,MG,3160702,Santos Dumont/MG — IBGE 3160702
316080,São Bento Abade,MG,3160801,São Bento Abade/MG — IBGE 3160801
316090,São Brás do Suaçuí,MG,3160900,São Brás do Suaçuí/MG — IBGE 3160900
316095,São Domingos das Dores,MG,3160959,São Domingos das Dores/MG — IBGE 3160959
316100,São Domingos do Prata,MG,3161007,São Domingos do Prata/MG — IBGE 3161007
316105,São Félix de Minas,MG,3161056,São Félix de Minas/MG — IBGE 3161056
316110,São Francisco,MG,3161106,São Francisco/MG — IBGE 3161106
316120,São Francisco de Paula,MG,3161205,São Francisco de Paula/MG — IBGE 3161205
316130,São Francisco de Sales,MG,3161304,São Francisco de Sales/MG — IBGE 3161304
316140,São Francisco do Glória,MG,3161403,São Francisco do Glória/MG — IBGE 3161403
316150,São Geraldo,MG,3161502,São Geraldo/MG — IBGE 3161502
316160,São Geraldo da Piedade,MG,3161601,São Geraldo da Piedade/MG — IBGE 3161601
316165,São Geraldo do Baixio,MG,3161650,São Geraldo do Baixio/MG — IBGE 3161650
316170,São Gonçalo do Abaeté,MG,3161700,São Gonçalo do Abaeté/MG — IBGE 3161700
316180,São Gonçalo do Pará,MG,3161809,São Gonçalo do Pará/MG — IBGE 3161809
316190,São Gonçalo do Rio Abaixo,MG,3161908,São Gonçalo do Rio Abaixo/MG — IBGE 3161908
316200,São Gonçalo do Sapucaí,MG,3162005,São Gonçalo do Sapucaí/MG — IBGE 3162005
316210,São Gotardo,MG,3162104,São Gotardo/MG — IBGE 3162104
316220,São João Batista do Glória,MG,3162203,São João Batista do Glória/MG — IBGE 3162203
316225,São João da Lagoa,MG,3162252,São João da Lagoa/MG — IBGE 3162252
316230,São João da Mata,MG,3162302,São João da Mata/MG — IBGE 3162302
316240,São João da Ponte,MG,3162401,São João da Ponte/MG — IBGE 3162401
316245,São João das Missões,MG,3162450,São João das Missões/MG — IBGE 3162450
316250,São João del Rei,MG,3162500,São João del Rei/MG — IBGE 3162500
316255,São João do Manhuaçu,MG,3162559,São João do Manhuaçu/MG — IBGE 3162559
316257,São João do Manteninha,MG,3162575,São João do Manteninha/MG — IBGE 3162575
316260,São João do Oriente,MG,3162609,São João do Oriente/MG — IBGE 3162609
316265,São João do Pacuí,MG,3162658,São João do Pacuí/MG — IBGE 3162658
316270,São João do Paraíso,MG,3162708,São João do Paraíso/MG — IBGE 3162708
316280,São João Evangelista,MG,3162807,São João Evangelista/MG — IBGE 3162807
316290,São João Nepomuceno,MG,3162906,São João Nepomuceno/MG — IBGE 3162906
316292,São Joaquim de Bicas,MG,3162922,São Joaquim de Bicas/MG — IBGE 3162922
316294,São José da Barra,MG,3162948,São José da Barra/MG — IBGE 3162948
316295,São José da Lapa,MG,3162955,São José da Lapa/MG — IBGE 3162955
316300,São José da Safira,MG,3163003,São José da Safira/MG — IBGE 3163003
316310,São José da Varginha,MG,3163102,São José da Varginha/MG — IBGE 3163102
316320,São José do Alegre,MG,3163201,São José do Alegre/MG — IBGE 3163201
316330,São José do Divino,MG,3163300,São José do Divino/MG — IBGE 3163300
316340,São José do Goiabal,MG,3163409,São José do Goiabal/MG — IBGE 3163409
316350,São José do Jacuri,MG,3163508,São José do Jacuri/MG — IBGE 3163508
316360,São José do Mantimento,MG,3163607,São José do Mantimento/MG — IBGE 3163607
316370,São Lourenço,MG,3163706,São Lourenço/MG — IBGE 3163706
316380,São Miguel do Anta,MG,3163805,São Miguel do Anta/MG — IBGE 3163805
316390,São Pedro da União,MG,3163904,São Pedro da União/MG — IBGE 3163904
316400,São Pedro dos Ferros,MG,3164001,São Pedro dos Ferros/MG — IBGE 3164001
316410,São Pedro do Suaçuí,MG,3164100,São Pedro do Suaçuí/MG — IBGE 3164100
316420,São Romão,MG,3164209,São Romão/MG — IBGE 3164209
316430,São Roque de Minas,MG,3164308,São Roque de Minas/MG — IBGE 3164308
316440,São Sebastião da Bela Vista,MG,3164407,São Sebastião da Bela Vista/MG — IBGE 3164407
316443,São Sebastião da Vargem Alegre,MG,3164431,São Sebastião da Vargem Alegre/MG — IBGE 3164431
316447,São Sebastião do Anta,MG,3164472,São Sebastião do Anta/MG — IBGE 3164472
316450,São Sebastião do Maranhão,MG,3164506,São Sebastião do Maranhão/MG — IBGE 3164506
316460,São Sebastião do Oeste,MG,3164605,São Sebastião do Oeste/MG — IBGE 3164605
316470,São Sebastião do Paraíso,MG,3164704,São Sebastião do Paraíso/MG — IBGE 3164704
316480,São Sebastião do Rio Preto,MG,3164803,São Sebastião do Rio Preto/MG — IBGE 3164803
316490,São Sebastião do Rio Verde,MG,3164902,São Sebastião do Rio Verde/MG — IBGE 3164902
316500,São Tiago,MG,3165008,São Tiago/MG — IBGE 3165008
316510,São Tomás de Aquino,MG,3165107,São Tomás de Aquino/MG — IBGE 3165107
316520,São Tomé das Letras,MG,3165206,São Tomé das Letras/MG — IBGE 3165206
316530,São Vicente de Minas,MG,3165305,São Vicente de Minas/MG — IBGE 3165305
316540,Sapucaí-Mirim,MG,3165404,Sapucaí-Mirim/MG — IBGE 3165404
316550,Sardoá,MG,3165503,Sardoá/MG — IBGE 3165503
316553,Sarzedo,MG,3165537,Sarzedo/MG — IBGE 3165537
316555,Setubinha,MG,3165552,Setubinha/MG — IBGE 3165552
316556,Sem-Peixe,MG,3165560,Sem-Peixe/MG — IBGE 3165560
316557,Senador Amaral,MG,3165578,Senador Amaral/MG — IBGE 3165578
316560,Senador Cortes,MG,3165602,Senador Cortes/MG — IBGE 3165602
316570,Senador Firmino,MG,3165701,Senador Firmino/MG — IBGE 3165701
316580,Senador José Bento,MG,3165800,Senador José Bento/MG — IBGE 3165800
316590,Senador Modestino Gonçalves,MG,3165909,Senador Modestino Gonçalves/MG — IBGE 3165909
316600,Senhora de Oliveira,MG,3166006,Senhora de Oliveira/MG — IBGE 3166006
316610,Senhora do Porto,MG,3166105,Senhora do Porto/MG — IBGE 3166105
316620,Senhora dos Remédios,MG,3166204,Senhora dos Remédios/MG — IBGE 3166204
316630,Sericita,MG,3166303,Sericita/MG — IBGE 3166303
316640,Seritinga,MG,3166402,Seritinga/MG — IBGE 3166402
316650,Serra Azul de Minas,MG,3166501,Serra Azul de Minas/MG — IBGE 3166501
316660,Serra da Saudade,MG,3166600,Serra da Saudade/MG — IBGE 3166600
316670,Serra dos Aimorés,MG,3166709,Serra dos Aimorés/MG — IBGE 3166709
316680,Serra do Salitre,MG,3166808,Serra do Salitre/MG — IBGE 3166808
316690,Serrania,MG,3166907,Serrania/MG — IBGE 3166907
316695,Serranópolis de Minas,MG,3166956,Serranópolis de Minas/MG — IBGE 3166956
316700,Serranos,MG,3167004,Serranos/MG — IBGE 3167004
316710,Serro,MG,3167103,Serro/MG — IBGE 3167103
316720,Sete Lagoas,MG,3167202,Sete Lagoas/MG — IBGE 3167202
316730,Silveirânia,MG,3167301,Silveirânia/MG — IBGE 3167301
316740,Silvianópolis,MG,3167400,Silvianópolis/MG — IBGE 3167400
316750,Simão Pereira,MG,3167509,Simão Pereira/MG — IBGE 3167509
316760,Simonésia,MG,3167608,Simonésia/MG — IBGE 3167608
316770,Sobrália,MG,3167707,Sobrália/MG — IBGE 3167707
316780,Soledade de Minas,MG,3167806,Soledade de Minas/MG — IBGE 3167806
316790,Tabuleiro,MG,3167905,Tabuleiro/MG — IBGE 3167905
316800,Taiobeiras,MG,3168002,Taiobeiras/MG — IBGE 3168002
316805,Taparuba,MG,3168051,Taparuba/MG — IBGE 3168051
316810,Tapira,MG,3168101,Tapira/MG — IBGE 3168101
316820,Tapiraí,MG,3168200,Tapiraí/MG — IBGE 3168200
316830,Taquaraçu de Minas,MG,3168309,Taquaraçu de Minas/MG — IBGE 3168309
316840,Tarumirim,MG,3168408,Tarumirim/MG — IBGE 3168408
316850,Teixeiras,MG,3168507,Teixeiras/MG — IBGE 3168507
316860,Teófilo Otoni,MG,3168606,Teófilo Otoni/MG — IBGE 3168606
316870,Timóteo,MG,3168705,Timóteo/MG — IBGE 3168705
316880,Tiradentes,MG,3168804,Tiradentes/MG — IBGE 3168804
316890,Tiros,MG,3168903,Tiros/MG — IBGE 3168903
316900,Tocantins,MG,3169000,Tocantins/MG — IBGE 3169000
316905,Tocos do Moji,MG,3169059,Tocos do Moji/MG — IBGE 3169059
316910,Toledo,MG,3169109,Toledo/MG — IBGE 3169109
316920,Tombos,MG,3169208,Tombos/MG — IBGE 3169208
316930,Três Corações,MG,3169307,Três Corações/MG — IBGE 3169307
316935,Três Marias,MG,3169356,Três Marias/MG — IBGE 3169356
316940,Três Pontas,MG,3169406,Três Pontas/MG — IBGE 3169406
316950,Tumiritinga,MG,3169505,Tumiritinga/MG — IBGE 3169505
316960,Tupaciguara,MG,3169604,Tupaciguara/MG — IBGE 3169604
316970,Turmalina,MG,3169703,Turmalina/MG — IBGE 3169703
316980,Turvolândia,MG,3169802,Turvolândia/MG — IBGE 3169802
316990,Ubá,MG,3169901,Ubá/MG — IBGE 3169901
317000,Ubaí,MG,3170008,Ubaí/MG — IBGE 3170008
317005,Ubaporanga,MG,3170057,Ubaporanga/MG — IBGE 3170057
317010,Uberaba,MG,3170107,Uberaba/MG — IBGE 3170107
317020,Uberlândia,MG,3170206,Uberlândia/MG — IBGE 3170206
317030,Umburatiba,MG,3170305,Umburatiba/MG — IBGE 3170305
317040,Unaí,MG,3170404,Unaí/MG — IBGE 3170404
317043,União de Minas,MG,3170438,União de Minas/MG — IBGE 3170438
317047,Uruana de Minas,MG,3170479,Uruana de Minas/MG — IBGE 3170479
317050,Urucânia,MG,3170503,Urucânia/MG — IBGE 3170503
317052,Urucuia,MG,3170529,Urucuia/MG — IBGE 3170529
317057,Vargem Alegre,MG,3170578,Vargem Alegre/MG — IBGE 3170578
317060,Vargem Bonita,MG,3170602,Vargem Bonita/MG — IBGE 3170602
317065,Vargem Grande do Rio Pardo,MG,3170651,Vargem Grande do Rio Pardo/MG — IBGE 3170651
317070,Varginha,MG,3170701,Varginha/MG — IBGE 3170701
317075,Varjão de Minas,MG,3170750,Varjão de Minas/MG — IBGE 3170750
317080,Várzea da Palma,MG,3170800,Várzea da Palma/MG — IBGE 3170800
317090,Varzelândia,MG,3170909,Varzelândia/MG — IBGE 3170909
317100,Vazante,MG,3171006,Vazante/MG — IBGE 3171006
317103,Verdelândia,MG,3171030,Verdelândia/MG — IBGE 3171030
317107,Veredinha,MG,3171071,Veredinha/MG — IBGE 3171071
317110,Veríssimo,MG,3171105,Veríssimo/MG — IBGE 3171105
317115,Vermelho Novo,MG,3171154,Vermelho Novo/MG — IBGE 3171154
317120,Vespasiano,MG,3171204,Vespasiano/MG — IBGE 3171204
317130,Viçosa,MG,3171303,Viçosa/MG — IBGE 3171303
317140,Vieiras,MG,3171402,Vieiras/MG — IBGE 3171402
317150,Mathias Lobato,MG,3171501,Mathias Lobato/MG — IBGE 3171501
317160,Virgem da Lapa,MG,3171600,Virgem da Lapa/MG — IBGE 3171600
317170,Virgínia,MG,3171709,Virgínia/MG — IBGE 3171709
317180,Virginópolis,MG,3171808,Virginópolis/MG — IBGE 3171808
317190,Virgolândia,MG,3171907,Virgolândia/MG — IBGE 3171907
317200,Visconde do Rio Branco,MG,3172004,Visconde do Rio Branco/MG — IBGE 3172004
317210,Volta Grande,MG,3172103,Volta Grande/MG — IBGE 3172103
317220,Wenceslau Braz,MG,3172202,Wenceslau Braz/MG — IBGE 3172202
320010,Afonso Cláudio,ES,3200102,Afonso Cláudio/ES — IBGE 3200102
320013,Águia Branca,ES,3200136,Águia Branca/ES — IBGE 3200136
320016,Água Doce do Norte,ES,3200169,Água Doce do Norte/ES — IBGE 3200169
320020,Alegre,ES,3200201,Alegre/ES — IBGE 3200201
320030,Alfredo Chaves,ES,3200300,Alfredo Chaves/ES — IBGE 3200300
320035,Alto Rio Novo,ES,3200359,Alto Rio Novo/ES — IBGE 3200359
320040,Anchieta,ES,3200409,Anchieta/ES — IBGE 3200409
320050,Apiacá,ES,3200508,Apiacá/ES — IBGE 3200508
320060,Aracruz,ES,3200607,Aracruz/ES — IBGE 3200607
320070,Atílio Vivácqua,ES,3200706,Atílio Vivácqua/ES — IBGE 3200706
320080,Baixo Guandu,ES,3200805,Baixo Guandu/ES — IBGE 3200805
320090,Barra de São Francisco,ES,3200904,Barra de São Francisco/ES — IBGE 3200904
320100,Boa Esperança,ES,3201001,Boa Esperança/ES — IBGE 3201001
320110,Bom Jesus do Norte,ES,3201100,Bom Jesus do Norte/ES — IBGE 3201100
320115,Brejetuba,ES,3201159,Brejetuba/ES — IBGE 3201159
320120,Cachoeiro de Itapemirim,ES,3201209,Cachoeiro de Itapemirim/ES — IBGE 3201209
320130,Cariacica,ES,3201308,Cariacica/ES — IBGE 3201308
320140,Castelo,ES,3201407,Castelo/ES — IBGE 3201407
320150,Colatina,ES,3201506,Colatina/ES — IBGE 3201506
320160,Conceição da Barra,ES,3201605,Conceição da Barra/ES — IBGE 3201605
320170,Conceição do Castelo,ES,3201704,Conceição do Castelo/ES — IBGE 3201704
320180,Divino de São Lourenço,ES,3201803,Divino de São Lourenço/ES — IBGE 3201803
320190,Domingos Martins,ES,3201902,Domingos Martins/ES — IBGE 3201902
320200,Dores do Rio Preto,ES,3202009,Dores do Rio Preto/ES — IBGE 3202009
320210,Ecoporanga,ES,3202108,Ecoporanga/ES — IBGE 3202108
320220,Fundão,ES,3202207,Fundão/ES — IBGE 3202207
320225,Governador Lindenberg,ES,3202256,Governador Lindenberg/ES — IBGE 3202256
320230,Guaçuí,ES,3202306,Guaçuí/ES — IBGE 3202306
320240,Guarapari,ES,3202405,Guarapari/ES — IBGE 3202405
320245,Ibatiba,ES,3202454,Ibatiba/ES — IBGE 3202454
320250,Ibiraçu,ES,3202504,Ibiraçu/ES — IBGE 3202504
320255,Ibitirama,ES,3202553,Ibitirama/ES — IBGE 3202553
320260,Iconha,ES,3202603,Iconha/ES — IBGE 3202603
320265,Irupi,ES,3202652,Irupi/ES — IBGE 3202652
320270,Itaguaçu,ES,3202702,Itaguaçu/ES — IBGE 3202702
320280,Itapemirim,ES,3202801,Itapemirim/ES — IBGE 3202801
320290,Itarana,ES,3202900,Itarana/ES — IBGE 3202900
320300,Iúna,ES,3203007,Iúna/ES — IBGE 3203007
320305,Jaguaré,ES,3203056,Jaguaré/ES — IBGE 3203056
320310,Jerônimo Monteiro,ES,3203106,Jerônimo Monteiro/ES — IBGE 3203106
320313,João Neiva,ES,3203130,João Neiva/ES — IBGE 3203130
320316,Laranja da Terra,ES,3203163,Laranja da Terra/ES — IBGE 3203163
320320,Linhares,ES,3203205,Linhares/ES — IBGE 3203205
320330,Mantenópolis,ES,3203304,Mantenópolis/ES — IBGE 3203304
320332,Marataízes,ES,3203320,Marataízes/ES — IBGE 3203320
320334,Marechal Floriano,ES,3203346,Marechal Floriano/ES — IBGE 3203346
320335,Marilândia,ES,3203353,Marilândia/ES — IBGE 3203353
320340,Mimoso do Sul,ES,3203403,Mimoso do Sul/ES — IBGE 3203403
320350,Montanha,ES,3203502,Montanha/ES — IBGE 3203502
320360,Mucurici,ES,3203601,Mucurici/ES — IBGE 3203601
320370,Muniz Freire,ES,3203700,Muniz Freire/ES — IBGE 3203700
320380,Muqui,ES,3203809,Muqui/ES — IBGE 3203809
320390,Nova Venécia,ES,3203908,Nova Venécia/ES — IBGE 3203908
320400,Pancas,ES,3204005,Pancas/ES — IBGE 3204005
320405,Pedro Canário,ES,3204054,Pedro Canário/ES — IBGE 3204054
320410,Pinheiros,ES,3204104,Pinheiros/ES — IBGE 3204104
320420,Piúma,ES,3204203,Piúma/ES — IBGE 3204203
320425,Ponto Belo,ES,3204252,Ponto Belo/ES — IBGE 3204252
320430,Presidente Kennedy,ES,3204302,Presidente Kennedy/ES — IBGE 3204302
320435,Rio Bananal,ES,3204351,Rio Bananal/ES — IBGE 3204351
320440,Rio Novo do Sul,ES,3204401,Rio Novo do Sul/ES — IBGE 3204401
320450,Santa Leopoldina,ES,3204500,Santa Leopoldina/ES — IBGE 3204500
320455,Santa Maria de Jetibá,ES,3204559,Santa Maria de Jetibá/ES — IBGE 3204559
320460,Santa Teresa,ES,3204609,Santa Teresa/ES — IBGE 3204609
320465,São Domingos do Norte,ES,3204658,São Domingos do Norte/ES — IBGE 3204658
320470,São Gabriel da Palha,ES,3204708,São Gabriel da Palha/ES — IBGE 3204708
320480,São José do Calçado,ES,3204807,São José do Calçado/ES — IBGE 3204807
320490,São Mateus,ES,3204906,São Mateus/ES — IBGE 3204906
320495,São Roque do Canaã,ES,3204955,São Roque do Canaã/ES — IBGE 3204955
320500,Serra,ES,3205002,Serra/ES — IBGE 3205002
320501,Sooretama,ES,3205010,Sooretama/ES — IBGE 3205010
320503,Vargem Alta,ES,3205036,Vargem Alta/ES — IBGE 3205036
320506,Venda Nova do Imigrante,ES,3205069,Venda Nova do Imigrante/ES — IBGE 3205069
320510,Viana,ES,3205101,Viana/ES — IBGE 3205101
320515,Vila Pavão,ES,3205150,Vila Pavão/ES — IBGE 3205150
320517,Vila Valério,ES,3205176,Vila Valério/ES — IBGE 3205176
320520,Vila Velha,ES,3205200,Vila Velha/ES — IBGE 3205200
320530,Vitória,ES,3205309,Vitória/ES — IBGE 3205309
330010,Angra dos Reis,RJ,3300100,Angra dos Reis/RJ — IBGE 3300100
330015,Aperibé,RJ,3300159,Aperibé/RJ — IBGE 3300159
330020,Araruama,RJ,3300209,Araruama/RJ — IBGE 3300209
330022,Areal,RJ,3300225,Areal/RJ — IBGE 3300225
330023,Armação dos Búzios,RJ,3300233,Armação dos Búzios/RJ — IBGE 3300233
330025,Arraial do Cabo,RJ,3300258,Arraial do Cabo/RJ — IBGE 3300258
330030,Barra do Piraí,RJ,3300308,Barra do Piraí/RJ — IBGE 3300308
330040,Barra Mansa,RJ,3300407,Barra Mansa/RJ — IBGE 3300407
330045,Belford Roxo,RJ,3300456,Belford Roxo/RJ — IBGE 3300456
330050,Bom Jardim,RJ,3300506,Bom Jardim/RJ — IBGE 3300506
330060,Bom Jesus do Itabapoana,RJ,3300605,Bom Jesus do Itabapoana/RJ — IBGE 3300605
330070,Cabo Frio,RJ,3300704,Cabo Frio/RJ — IBGE 3300704
330080,Cachoeiras de Macacu,RJ,3300803,Cachoeiras de Macacu/RJ — IBGE 3300803
330090,Cambuci,RJ,3300902,Cambuci/RJ — IBGE 3300902
330093,Carapebus,RJ,3300936,Carapebus/RJ — IBGE 3300936
330095,Comendador Levy Gasparian,RJ,3300951,Comendador Levy Gasparian/RJ — IBGE 3300951
330100,Campos dos Goytacazes,RJ,3301009,Campos dos Goytacazes/RJ — IBGE 3301009
330110,Cantagalo,RJ,3301108,Cantagalo/RJ — IBGE 3301108
330115,Cardoso Moreira,RJ,3301157,Cardoso Moreira/RJ — IBGE 3301157
330120,Carmo,RJ,3301207,Carmo/RJ — IBGE 3301207
330130,Casimiro de Abreu,RJ,3301306,Casimiro de Abreu/RJ — IBGE 3301306
330140,Conceição de Macabu,RJ,3301405,Conceição de Macabu/RJ — IBGE 3301405
330150,Cordeiro,RJ,3301504,Cordeiro/RJ — IBGE 3301504
330160,Duas Barras,RJ,3301603,Duas Barras/RJ — IBGE 3301603
330170,Duque de Caxias,RJ,3301702,Duque de Caxias/RJ — IBGE 3301702
330180,Engenheiro Paulo de Frontin,RJ,3301801,Engenheiro Paulo de Frontin/RJ — IBGE 3301801
330185,Guapimirim,RJ,3301850,Guapimirim/RJ — IBGE 3301850
330187,Iguaba Grande,RJ,3301876,Iguaba Grande/RJ — IBGE 3301876
330190,Itaboraí,RJ,3301900,Itaboraí/RJ — IBGE 3301900
330200,Itaguaí,RJ,3302007,Itaguaí/RJ — IBGE 3302007
330205,Italva,RJ,3302056,Italva/RJ — IBGE 3302056
330210,Itaocara,RJ,3302106,Itaocara/RJ — IBGE 3302106
330220,Itaperuna,RJ,3302205,Itaperuna/RJ — IBGE 3302205
330225,Itatiaia,RJ,3302254,Itatiaia/RJ — IBGE 3302254
330227,Japeri,RJ,3302270,Japeri/RJ — IBGE 3302270
330230,Laje do Muriaé,RJ,3302304,Laje do Muriaé/RJ — IBGE 3302304
330240,Macaé,RJ,3302403,Macaé/RJ — IBGE 3302403
330245,Macuco,RJ,3302452,Macuco/RJ — IBGE 3302452
330250,Magé,RJ,3302502,Magé/RJ — IBGE 3302502
330260,Mangaratiba,RJ,3302601,Mangaratiba/RJ — IBGE 3302601
330270,Maricá,RJ,3302700,Maricá/RJ — IBGE 3302700
330280,Mendes,RJ,3302809,Mendes/RJ — IBGE 3302809
330285,Mesquita,RJ,3302858,Mesquita/RJ — IBGE 3302858
330290,Miguel Pereira,RJ,3302908,Miguel Pereira/RJ — IBGE 3302908
330300,Miracema,RJ,3303005,Miracema/RJ — IBGE 3303005
330310,Natividade,RJ,3303104,Natividade/RJ — IBGE 3303104
330320,Nilópolis,RJ,3303203,Nilópolis/RJ — IBGE 3303203
330330,Niterói,RJ,3303302,Niterói/RJ — IBGE 3303302
330340,Nova Friburgo,RJ,3303401,Nova Friburgo/RJ — IBGE 3303401
330350,Nova Iguaçu,RJ,3303500,Nova Iguaçu/RJ — IBGE 3303500
330360,Paracambi,RJ,3303609,Paracambi/RJ — IBGE 3303609
330370,Paraíba do Sul,RJ,3303708,Paraíba do Sul/RJ — IBGE 3303708
330380,Paraty,RJ,3303807,Paraty/RJ — IBGE 3303807
330385,Paty do Alferes,RJ,3303856,Paty do Alferes/RJ — IBGE 3303856
330390,Petrópolis,RJ,3303906,Petrópolis/RJ — IBGE 3303906
330395,Pinheiral,RJ,3303955,Pinheiral/RJ — IBGE 3303955
330400,Piraí,RJ,3304003,Piraí/RJ — IBGE 3304003
330410,Porciúncula,RJ,3304102,Porciúncula/RJ — IBGE 3304102
330411,Porto Real,RJ,3304110,Porto Real/RJ — IBGE 3304110
330412,Quatis,RJ,3304128,Quatis/RJ — IBGE 3304128
330414,Queimados,RJ,3304144,Queimados/RJ — IBGE 3304144
330415,Quissamã,RJ,3304151,Quissamã/RJ — IBGE 3304151
330420,Resende,RJ,3304201,Resende/RJ — IBGE 3304201
330430,Rio Bonito,RJ,3304300,Rio Bonito/RJ — IBGE 3304300
330440,Rio Claro,RJ,3304409,Rio Claro/RJ — IBGE 3304409
330450,Rio das Flores,RJ,3304508,Rio das Flores/RJ — IBGE 3304508
330452,Rio das Ostras,RJ,3304524,Rio das Ostras/RJ — IBGE 3304524
330455,Rio de Janeiro,RJ,3304557,Rio de Janeiro/RJ — IBGE 3304557
330460,Santa Maria Madalena,RJ,3304607,Santa Maria Madalena/RJ — IBGE 3304607
330470,Santo Antônio de Pádua,RJ,3304706,Santo Antônio de Pádua/RJ — IBGE 3304706
330475,São Francisco de Itabapoana,RJ,3304755,São Francisco de Itabapoana/RJ — IBGE 3304755
330480,São Fidélis,RJ,3304805,São Fidélis/RJ — IBGE 3304805
330490,São Gonçalo,RJ,3304904,São Gonçalo/RJ — IBGE 3304904
330500,São João da Barra,RJ,3305000,São João da Barra/RJ — IBGE 3305000
330510,São João de Meriti,RJ,3305109,São João de Meriti/RJ — IBGE 3305109
330513,São José de Ubá,RJ,3305133,São José de Ubá/RJ — IBGE 3305133
330515,São José do Vale do Rio Preto,RJ,3305158,São José do Vale do Rio Preto/RJ — IBGE 3305158
330520,São Pedro da Aldeia,RJ,3305208,São Pedro da Aldeia/RJ — IBGE 3305208
330530,São Sebastião do Alto,RJ,3305307,São Sebastião do Alto/RJ — IBGE 3305307
330540,Sapucaia,RJ,3305406,Sapucaia/RJ — IBGE 3305406
330550,Saquarema,RJ,3305505,Saquarema/RJ — IBGE 3305505
330555,Seropédica,RJ,3305554,Seropédica/RJ — IBGE 3305554
330560,Silva Jardim,RJ,3305604,Silva Jardim/RJ — IBGE 3305604
330570,Sumidouro,RJ,3305703,Sumidouro/RJ — IBGE 3305703
330575,Tanguá,RJ,3305752,Tanguá/RJ — IBGE 3305752
330580,Teresópolis,RJ,3305802,Teresópolis/RJ — IBGE 3305802
330590,Trajano de Moraes,RJ,3305901,Trajano de Moraes/RJ — IBGE 3305901
330600,Três Rios,RJ,3306008,Três Rios/RJ — IBGE 3306008
330610,Valença,RJ,3306107,Valença/RJ — IBGE 3306107
330615,Varre-Sai,RJ,3306156,Varre-Sai/RJ — IBGE 3306156
330620,Vassouras,RJ,3306206,Vassouras/RJ — IBGE 3306206
330630,Volta Redonda,RJ,3306305,Volta Redonda/RJ — IBGE 3306305
350010,Adamantina,SP,3500105,Adamantina/SP — IBGE 3500105
350020,Adolfo,SP,3500204,Adolfo/SP — IBGE 3500204
350030,Aguaí,SP,3500303,Aguaí/SP — IBGE 3500303
350040,Águas da Prata,SP,3500402,Águas da Prata/SP — IBGE 3500402
350050,Águas de Lindóia,SP,3500501,Águas de Lindóia/SP — IBGE 3500501
350055,Águas de Santa Bárbara,SP,3500550,Águas de Santa Bárbara/SP — IBGE 3500550
350060,Águas de São Pedro,SP,3500600,Águas de São Pedro/SP — IBGE 3500600
350070,Agudos,SP,3500709,Agudos/SP — IBGE 3500709
350075,Alambari,SP,3500758,Alambari/SP — IBGE 3500758
350080,Alfredo Marcondes,SP,3500808,Alfredo Marcondes/SP — IBGE 3500808
350090,Altair,SP,3500907,Altair/SP — IBGE 3500907
350100,Altinópolis,SP,3501004,Altinópolis/SP — IBGE 3501004
350110,Alto Alegre,SP,3501103,Alto Alegre/SP — IBGE 3501103
350115,Alumínio,SP,3501152,Alumínio/SP — IBGE 3501152
350120,Álvares Florence,SP,3501202,Álvares Florence/SP — IBGE 3501202
350130,Álvares Machado,SP,3501301,Álvares Machado/SP — IBGE 3501301
350140,Álvaro de Carvalho,SP,3501400,Álvaro de Carvalho/SP — IBGE 3501400
350150,Alvinlândia,SP,3501509,Alvinlândia/SP — IBGE 3501509
350160,Americana,SP,3501608,Americana/SP — IBGE 3501608
350170,Américo Brasiliense,SP,3501707,Américo Brasiliense/SP — IBGE 3501707
350180,Américo de Campos,SP,3501806,Américo de Campos/SP — IBGE 3501806
350190,Amparo,SP,3501905,Amparo/SP — IBGE 3501905
350200,Analândia,SP,3502002,Analândia/SP — IBGE 3502002
350210,Andradina,SP,3502101,Andradina/SP — IBGE 3502101
350220,Angatuba,SP,3502200,Angatuba/SP — IBGE 3502200
350230,Anhembi,SP,3502309,Anhembi/SP — IBGE 3502309
350240,Anhumas,SP,3502408,Anhumas/SP — IBGE 3502408
350250,Aparecida,SP,3502507,Aparecida/SP — IBGE 3502507
350260,Aparecida d'Oeste,SP,3502606,Aparecida d'Oeste/SP — IBGE 3502606
350270,Apiaí,SP,3502705,Apiaí/SP — IBGE 3502705
350275,Araçariguama,SP,3502754,Araçariguama/SP — IBGE 3502754
350280,Araçatuba,SP,3502804,Araçatuba/SP — IBGE 3502804
